0050,1301,東証1部,(株)極洋,水産品の貿易、加工、買い付け主力。すしネタに強み。加工食品は業務用が軸。海外加工比率高い
0050,1332,東証1部,日本水産(株),水産品に特化した食品会社を志向。家庭用冷食で成功。Ｍ＆Ａ駆使し世界的ＳＣＭ構築目指す
0050,1334,東証1部,(株)マルハニチロホールディングス,水産最大手、国内に強固な流通網。三国間取引推進。国内外でのマグロ、エビ養殖が新機軸
0050,1376,JQS,カネコ種苗(株),野菜・牧草種子など種苗事業や農薬が収益柱。農業資材や花きも販売。利益は下期の比重高い
0050,1377,東証1部,(株)サカタのタネ,種苗専業で首位級。ブロッコリーの世界シェア６割など海外展開積極。中国、インド市場深耕へ
0050,1378,東証2部,(株)雪国まいたけ,マイタケでシェア過半、ブナシメジ、カット野菜も。大平一族色。国内は新潟集中。中国で合弁
0050,1379,東証1部,ホクト(株),ブナシメジ、エリンギで首位。地盤の長野中心に全国で生産拠点展開。米国、台湾でも生産
0050,1380,JQS,(株)秋川牧園,無農薬無投薬の食肉、鶏卵、牛乳等を製造販売。生協向けが主。直販宅配「スマイル生活」を強化
0050,1381,JQS,(株)アクシーズ,鶏肉国内大手。ケンタッキー（ＫＦＣ）と食肉卸向け柱。飼料製造から加工まで一貫。外食ＦＣも
0050,1382,JQS,(株)ホーブ,イチゴ果実を大手洋菓子メーカーや菓子・パン業者に販売、夏秋は自社品中心、冬は仕入れ品
0050,1383,JQS,ベルグアース(株),接ぎ木したトマト、キュウリなど野菜苗を生産販売。病害虫、連作障害に強い苗開発が強み
1050,1514,東証1部,住石ホールディングス(株),住友石炭鉱業が母体。国内炭撤退、豪州等からの輸入炭が柱。新素材、採石、建材・機材等に展開
1050,1515,東証1部,日鉄鉱業(株),新日鉄系。石灰石、銅精鉱、電気銅主力。機械、環境、不動産事業も。チリ銅鉱山など海外採鉱拡大
1050,1518,東証1部,三井松島産業(株),豪州軸に石炭の開発・輸入販売。豪以外でも権益拡大。建機材、不動産、金属再生、太陽光発電も
1050,1605,東証1部,国際石油開発帝石(株),原油・ガス開発生産の国内最大手。政府が黄金株保有。豪ＬＮＧ開発案件イクシスに２兆円投資
1050,1606,東証1部,日本海洋掘削(株),海洋掘削専業、原油・天然ガス田の試掘や生産井掘削を受託。東南ア、中東等で掘削リグ操業
1050,1661,東証1部,関東天然瓦斯開発(株),千葉県で天然ガスやヨードを生産。子会社に大多喜ガス。全販売量に占める自社生産ガス２割弱
1050,1662,東証1部,石油資源開発(株),原油・ガス開発専業。新潟、秋田等での天然ガス田操業が大黒柱。カナダで超重質油の生産も
1050,2684,JQS,(株)ジパング,通販が前身。１０年１月に通販会社と金採掘会社が合併したが、同１１月に通販売却し金採掘専業に
2050,1400,JQG,ルーデン・ホールディングス(株),マンション室内コーティング主力。旧アライヴコミュニティが０８年経営混乱後、現経営陣が掌握
2050,1401,福岡Q,(株)エムビーエス,独自研磨法と特殊コーティング剤での外装リフォーム会社。直接施工と並行し契約工務店拡大
2050,1405,東証2部,サーラ住宅(株),愛知、静岡地盤のサーラグループ中核。高気密高断熱住宅に特徴。宅地開発、マンション分譲も
2050,1407,JQS,(株)ウエストホールディングス,住宅リフォームから出発し太陽光に重点移行、全国展開。提携に積極的。戸建て、開発事業撤退
2050,1408,JQG,サムシングホールディングス(株),戸建てや商業用地を対象にした地盤改良工事および地盤保証事業展開。不動産事業からは撤退
2050,1412,東証外国,チャイナ・ボーチー,""
2050,1413,名証2部,(株)桧家ホールディングス,エコハウス中心に規格型注文住宅の請負・施工。東京周辺で分譲住宅。断熱材生産でも急成長中
2050,1414,東証1部,ショーボンドホールディングス(株),橋梁、ビル等コンクリート構造物補修工事パイオニアで最大手。自前の研究所持ち技術強い
2050,1417,東証1部,(株)ミライト・ホールディングス,通信工事で３位。業界中堅の大明、コミューチュア、東電通が１０年に経営統合。ＮＴＴ向け主体
2050,1418,JQS,インターライフホールディングス(株),内装工事の日商インター等傘下に持つ持株会社。携帯販売、人材派遣も。広告代理業に進出
2050,1711,マザーズ,(株)省電舎,日本でのエスコ事業（エネルギー削減保証ビジネス）の草分け。業績は工事集中の下期偏重
2050,1712,東証1部,(株)ダイセキ環境ソリューション,汚染土壌の調査から浄化処理までの一貫体制に特徴。名古屋地盤だが、関東、関西でも展開拡大
2050,1716,JQS,第一カッター興業(株),ダイヤモンド使用のコンクリート構造物切断、穿孔工事が主力。水圧のウォータージェットも
2050,1717,JQS,明豊ファシリティワークス(株),発注者に代わり建築工事の監理や入札を行うＣＭ（コンストラクションマネジメント）が主力
2050,1718,JQS,美樹工業(株),大阪ガス軸のガス工事会社。子会社のセキスイハイム販売など住宅も主柱。建設・不動産賃貸も
2050,1719,東証1部,ハザマ,ダム、トンネルに定評の土木名門。１３年４月安藤建設を吸収合併、西武建設と技術提携も
2050,1720,東証1部,東急建設(株),東急グループ関連からの受注約２割。渋谷駅前開発案件を継続的に受注。単独配当性向３割メド
2050,1721,東証1部,コムシスホールディングス(株),電気通信工事で最大手。ネットワーク構築に強み。日本コムシスが三和エレック等を統合
2050,1722,東証1部,ミサワホーム(株),住宅大手。住宅、リフォームに特化し再建軌道化。トヨタ自動車が資本参加、住宅事業で提携
2050,1723,JQS,日本電技(株),計装エンジニアリング大手。空調設備の自動制御や工場自動化システムを展開。アズビルと提携
2050,1724,JQS,シンクレイヤ(株),ケーブルテレビ事業者向けにシステム構築。運用、保守を行う。光関連など機器販売も拡充
2050,1726,東証2部,(株)ビーアールホールディングス,極東興和が中核。中国、関西地盤のＰＣ橋梁工事中堅。関東、東北へのエリア拡大にＭ＆Ａ駆使
2050,1728,JQS,ミサワホーム中国(株),０７年１０月サンインと合併しミサワホームの中国地方全域を担当。店舗など非住宅分野へも展開
2050,1730,JQS,麻生フオームクリート(株),麻生グループ。軽量盛土など気泡コンクリート工事の最大手。地盤改良の新工法開発に強み
2050,1734,札証,(株)北弘電社,屋内配線工事では道内トップ。ＦＡ機器など商品販売を併営。風力発電など新事業を模索
2050,1736,JQS,(株)オーテック,管工機材など建築設備資材とビル空調自動制御機器の販売、設計、施工、メンテなど展開
2050,1737,東証2部,三井金属エンジニアリング(株),プラント中堅。非鉄製錬に特化し特に銅製錬に強み。複合ポリエチレンパイプ製販事業を併営
2050,1738,名証2部,(株)ＮＩＴＴＯＨ,白アリ等の防虫駆除と住宅請負工事が柱。ビルメンテも推進。愛知地盤だが関東、関西にも進出
2050,1739,JQG,(株)ＳＥＥＤ,京都、滋賀地盤の建設会社。賃貸マンション建築を柱に戸建て、店舗等手掛ける。不動産賃貸も
2050,1743,大証2部,コーアツ工業(株),橋梁工事中心の中堅。官公需８割。九州地盤。プレストレストコンクリ技術に定評。健食通販も
2050,1757,大証2部,クレアホールディングス(株),旧キーイングホーム、社名変更頻繁。住宅は首都圏に特化。給排水管会社を買収。再建途上
2050,1758,JQS,太洋基礎工業(株),下水道など特殊土木工事（官公需）と積水ハウスの住宅地盤改良工事が２本柱。東海３県に強み
2050,1762,東証1部,(株)高松コンストラクショングループ,関西地盤に全国展開する中堅ゼネコン。傘下に青木あすなろ建設とみらい建設。利益率重視
2050,1764,東証2部,工藤建設(株),神奈川地盤の中堅建設。東京・練馬に拠点。不動産に続き介護（老人ホーム）を第３の柱に育成中
2050,1766,東証1部,東建コーポレーション(株),地主に賃貸住宅経営提案し施工から管理、仲介まで一貫化。住宅設備のナスラックを再建中
2050,1768,大証2部,(株)ソネック,兵庫県（東播磨）が８割占める民間建築中心の中堅ゼネコン。子会社で化学運輸事業。無借金
2050,1770,JQS,藤田エンジニアリング(株),群馬県が地盤の設備工事中堅。空調・産業設備の保守に強み。情報システムや電子部品製造も
2050,1771,福証,日本乾溜工業(株),交通安全施設工事が主軸。福岡に重点。防災安全用品や竹繊維入り自然土固化舗装材にも注力
2050,1773,東証外国,ＹＴＬ,""
2050,1775,東証2部,富士古河Ｅ＆Ｃ(株),富士電機グループの設備工事会社。水処理、産機主力、古河グループの古河総合設備等を吸収
2050,1776,東証2部,三井住建道路(株),道路中堅。三井住友Ｇ関連工事が強み。完工高に占める官庁比率５割以下メド。有利子負債ゼロ
2050,1777,名証2部,川崎設備工業(株),０８年４月から電気設備の関電工傘下。空調・水道衛生等の設備工事中堅。リニューアル部門育成
2050,1780,東証1部,(株)ヤマウラ,長野県内の建築、土木中心。民間の比率高い。圧力容器や環境保全機器の製作も。多角化転換
2050,1782,JQS,常磐開発(株),常磐興産グループの総合建設。地元自治体とグループ依存から民間建築主力に。環境事業を育成
2050,1783,JQS,(株)Ａ．Ｃホールディングス,土木会社からスタートし業態転換。北海道、広島県等でのゴルフ場運営、建設関連軸に再建中
2050,1787,JQS,(株)ナカボーテック,鉄鋼構造物などの腐食を抑える防食専業のエンジニアリング。業界首位。ＲＣ等新規事業育成
2050,1788,JQS,(株)三東工業社,売上高の８割強が滋賀県内。官公需中心の土木から民間建築に重点を移す。不動産に進出
2050,1789,JQS,山加電業(株),送電線、内線工事が主体だが一般電気設備も。電力関連に加え、民間も開拓。通信向けが拡大
2050,1793,JQS,(株)大本組,土木主体中堅から建築主体にシフト。岡山を地盤に全国展開。無人化施工技術など独自技術強み
2050,1795,JQS,(株)マサル,ビル、マンション等のシーリング（外壁防水）工事でトップ。リニューアル（補修・改修）を強化
2050,1798,JQS,(株)守谷商会,長野地盤の中堅建設。首都圏、中部圏でも営業。トヨタホームと提携してプレハブ住宅を販売
