0050,1301,東証1部,(株)極洋,水産品の貿易、加工、買い付け主力。すしネタに強み。加工食品は業務用が軸。海外加工比率高い
0050,1332,東証1部,日本水産(株),水産品冷食の大手。魚油成分使用した化成品が利益柱。Ｍ＆Ａ駆使し世界的ＳＣＭ構築目指す
0050,1334,東証1部,(株)マルハニチロホールディングス,水産最大手、国内に強固な流通網。三国間取引推進。国内外でのマグロ、エビ養殖が新機軸
0050,1376,東証JQS,カネコ種苗(株),野菜・牧草種子など種苗事業や農薬が収益柱。農業資材や花きも販売。利益は下期の比重高い
0050,1377,東証1部,(株)サカタのタネ,種苗首位級。アンデスメロン等の自社開発品多彩。ブロッコリー世界シェア６割と海外展開先行
0050,1378,東証2部,(株)雪国まいたけ,マイタケでシェア過半、ブナシメジ、カット野菜も。大平一族色。国内は新潟集中。中国で合弁
0050,1379,東証1部,ホクト(株),ブナシメジ、エリンギで首位。地盤の長野中心に全国で生産拠点展開。米国、台湾でも生産
0050,1380,東証JQS,(株)秋川牧園,無農薬無投薬の食肉、鶏卵、牛乳等を製造販売。生協向けが主。直販宅配「スマイル生活」を強化
0050,1381,東証JQS,(株)アクシーズ,鶏肉国内大手。ケンタッキー（ＫＦＣ）と食肉卸向け柱。飼料製造から加工まで一貫。外食ＦＣも
0050,1382,東証JQS,(株)ホーブ,イチゴ果実を大手洋菓子メーカーや菓子・パン業者に販売、夏秋は自社品中心、冬は仕入れ品
0050,1383,東証JQS,ベルグアース(株),接ぎ木したトマト、キュウリなど野菜苗を生産販売。病害虫、連作障害に強い苗開発が強み
1050,1514,東証1部,住石ホールディングス(株),住友石炭鉱業が母体。国内炭撤退、豪州等からの輸入炭にシフト。人工ダイヤ、採石等にも展開
1050,1515,東証1部,日鉄鉱業(株),新日鉄住金系。石灰石、銅精鉱、電気銅主力。機械、環境、不動産も。チリ銅鉱山など海外採鉱拡大
1050,1518,東証1部,三井松島産業(株),豪州で石炭開発し輸入販売。豪以外でも権益拡大。建機材、施設運営、金属再生、太陽光発電も
